molecules,logP
C[C@@H]1[C@H](C(=O)[O-])CCN1S(=O)(=O)c1ccc(F)c(Cl)c1,0.6281000000000004
CC1CCC(OC(=O)C2=NC3=C(C(=O)C[C@@H](c4ccccc4)C3)[C@H]2C)CC1,4.5998000000000046
CN(Cc1ccno1)Cc1c(C(=O)N2CC[NH+](C3CCCCC3)CC2)nc2ccccn12,1.6277000000000008
Cc1cc(F)c([C@@H]([NH3+])[C@H]2Cc3ccccc3O2)cc1F,2.559920000000001
COc1ccc(OCC(=O)N/N=C2\CCCc3ccccc32)cc1,2.9308000000000014
CC(C)[NH+]1CCC(N2CC[NH+](Cc3c(F)ccc(F)c3F)C[C@@H]2CCO)CC1,0.011100000000003718
CC[NH2+][C@@H](C)c1cc(F)c(C)cc1N1C[C@H](C)S[C@H](C)C1,3.108620000000002
CC(C)c1nsc(NC[C@H](C2CC2)[NH+](C)C)n1,0.9964999999999999
Cc1ccc(-c2nc(C[NH+]3CCCC[C@H]3c3cccnc3)c(C)o2)s1,3.7250400000000026
COc1cccc(C2=C[C@H](C(=O)N3CCCCC3)N=N2)c1,2.883000000000001
O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1cc(S(=O)(=O)NC2CC2)ccc1Br,2.3117
c1ccc2c(c1)CC[C@H]([C@H]1CCCc3cccnc31)N2,3.9284000000000026
Cc1ccc(NC(=S)NC(C)C)cc1C,2.998240000000002
C[C@@H](Nc1ccc2c(c1)CCC2)C(=O)N1CCCC1,2.5981000000000005
CCOc1ccc(Nc2ccc(C#N)c([N+](=O)[O-])c2)cc1,3.608780000000002
CC(C)OC(=O)CCNC(=O)c1cnn(-c2ccc(F)cc2)n1,1.4778999999999995
CCCCOc1ccccc1NC(=O)c1scnc1C1CC1,4.451700000000003
O=C1N=C(N2CCCCC2)S/C1=C1/C(=O)Nc2ccccc21,2.4651000000000005
Cc1c([C@H](C)NC(=O)c2[nH]c3ccccc3c2Cl)cnn1C,3.3542200000000015
CSc1cccc2sc(N3CCN(C(=O)c4ccn(C(C)C)n4)CC3)nc12,3.758000000000002
Cc1ccc(C)c2nc3sc(C(=O)Nc4ccc5c(c4)OCO5)c(N)c3cc12,4.629540000000001
COC(=O)CCN(Cc1cnc2ncccn12)C1CCOCC1,1.2733999999999992
O=C(c1c[nH]c2ccc(F)cc12)N(CC1CC1)CC(F)(F)F,3.7215000000000025
O=C(Cc1ccc(Cl)cc1)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1c1cc(Cl)ccc1Cl,4.4909000000000034
Cc1cccc(C)c1NC(=O)C[NH+]1CCC(OCc2ccc(F)cc2)CC1,2.6451400000000005
C[C@H]1CCC[C@@H](C)N1C(=O)[C@@H]1COCCO1,1.1913
CC(C)[C@@H](C)CC(=O)NNC(=S)NC1CCCCC1,2.4966
Cc1cccc(NC(=O)CN2C(=O)/C(=C3\SC(=S)N(Cc4ccco4)C3=O)c3ccccc32)c1,4.344920000000004
CC(=O)N[C@@H]1C(=O)C[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,3.2020000000000017
CCCNC(=O)[C@H]1CS[C@H](c2ccccc2O)N1C(C)=O,1.8808999999999996
Cc1ccc(N2CC[C@H](C(=O)NC[C@@H](CC(C)C)N3CCOCC3)C2=O)cc1,2.2110199999999995
COc1ccc(NC(=O)CCc2ccc3c(c2)OCCO3)cc1OC,3.0463000000000013
Cc1ccc(C(F)(F)F)cc1/C=C/C(=O)[O-],1.7769199999999996
Cc1ccccc1C(=O)Nc1ccc(N2CC[NH+](Cc3ccccc3)CC2)cc1,3.152420000000002
c1cc(C[NH2+]Cc2ccco2)cc(OC2CCCC2)c1,2.864600000000001
O=C(c1cccs1)N(Cc1ccc(F)cc1)Cc1cc(-c2ccccc2)cn2nnnc12,4.834500000000005
COc1ccccc1CC(=O)N[C@@H]1CS(=O)(=O)C[C@H]1Cl,0.7583
c1cc(-c2nc3c4cn[nH]c4ncn3n2)ccc1COc1ccc2c(c1)CCC2,3.7353000000000023
CN(C(=O)c1ccc(Cl)cc1O)C1CCC(=O)CC1,2.6293000000000006
CNC(=O)CNS(=O)(=O)c1cccc(C(F)(F)F)c1,0.7297000000000001
Cc1ccc(S(=O)(=O)N2C[C@@H](CC(=O)[O-])c3ccccc32)c(C)c1,1.7359399999999996
Cc1cc(N)nc(SCC(=O)NC[C@@H](c2ccccc2)C(C)C)n1,3.0153200000000018
Cn1cc(C(N)=O)c(NC(=O)c2ccc3sccc3c2)n1,1.986
COc1cc2c(cc1O)[C@H](c1cnc(-c3cccc(C)c3)nc1)CC(=O)N2,3.6403200000000018
CC(=O)Nc1ccc(O[C@H](C)c2nc(C(C)(C)C)no2)cc1,3.4655000000000022
O=C(c1c(-c2ccccc2)nc2sc3c(n12)CCCC3)C(F)(F)F,4.686600000000002
CC(C)CNC(=O)NC(=O)[C@@H](C)Nc1ccc(OC(C)C)cc1,2.756000000000001
C=C[C@](C)(O)CC[C@H]1C(C)=CC(=O)[C@H]2C(C)(C)CCC[C@@]21C,4.6814000000000044
CC[C@H](C)Sc1nncn1-c1ccccc1C,3.4663200000000023
COCC(=O)N1CCCc2ccc(NC(=O)c3cccc(Br)c3)cc21,3.6270000000000024
C[C@H](Oc1cccc(Cl)c1)C(=O)Nc1ccc2ccccc2c1,4.899200000000003
Cc1cc(Br)ccc1SCC(=O)N1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1,4.742320000000004
Nc1ccc2c(c1)CN(C(=O)c1ccc(Cl)cn1)CC2,2.5157000000000007
C[C@H](CN(C)C(=O)c1ccc(F)c(F)c1F)C(=O)[O-],0.5619000000000001
NC(=O)c1ccc(SCC(=O)Nc2ccc3c(c2)Cc2ccccc2-3)c([N+](=O)[O-])c1,3.995700000000003
CN(C(=O)CSCC(F)(F)F)c1cccc([N+](=O)[O-])c1,2.8531000000000013
C=CCn1c(SCC(=O)Nc2cc(C)on2)nnc1[C@H]1COc2ccccc2O1,3.003820000000001
CC(=O)N[C@@H](CC(=O)Nc1ccnn1Cc1ccc(C)o1)c1ccccc1,3.038820000000001
CNC(=O)Cc1nc(C[NH+](C)C2CCC(c3ccccc3)CC2)cs1,2.1727
COCCOc1c(Cl)cccc1NC(=O)Cc1c[nH]c2ccccc12,4.027700000000003
COCCN1[C@@H](C)CN(C(=O)C[NH+](C)C2CC2)C[C@H]1C,-0.7688999999999957
CSc1nncn1/N=C\c1cc(Cl)ccc1F,2.6747000000000005
CC(C)(C)OC(=O)N1CC[C@H]2CC(=O)[C@H]2C1,1.8324
C[C@@H](CCO)SCc1ccccc1OC(F)F,3.2921000000000022
C[C@@H]1C[C@@H]1C(=O)Nc1ccc(F)cc1C(=O)NC1CCC(O)CC1,2.4535
COc1ccccc1CNC(=O)COc1ncnc2oc(C)c(C)c12,2.5434400000000004
Fc1ccc(F)c(C[NH+]2CCC(n3cc(-c4cccnc4)nn3)CC2)c1F,2.1774000000000004
O=C(C[NH+]1CCC(C(=O)c2ccc(Cl)cc2)CC1)NC[C@H]1COCCO1,0.34920000000000107
CCC[NH+](C)C[C@H]1CCN(C(=O)Nc2cc(NC(C)=O)ccc2C)C1,1.7319200000000003
Cc1nc2ncnn2c(NCCOC2CCCCCC2)c1C,2.8924400000000015
C[C@H]1CN(Cc2cnn(-c3ccccc3)n2)C[C@H](C)S1,2.5931000000000006
COc1cc(OC)cc([C@@H](N[C@@H](C)c2ccc(F)cn2)c2[nH+]ccn2C)c1,2.830700000000001
CC(C)CCc1noc(C[NH+](C)[C@H]2CCC[C@@H]2S(C)(=O)=O)n1,0.6386000000000012
CCc1nc2n(n1)CCC[C@H]2NC(=O)c1ccc(-n2cc(C)cn2)cc1,2.599520000000001
C[C@@H](NC(=O)c1ccccc1CSc1nc2ccccc2[nH]1)C1CC1,4.383500000000002
O=C([C@H]1CCCN1S(=O)(=O)N1CCCCC1)N1CCSCC1,0.7569000000000001
Cn1c(=O)c(=O)n(CC(=O)N2CCC3(CC2)OCCO3)c2cccnc21,-0.5392999999999981
COc1ccc(C(=O)N(CC2=CC=C[C@@H]3N=CC=C23)C2CC2)cc1,3.1754000000000016
CCc1ccc(-c2nc(N)ccc2[N+](=O)[O-])cc1,2.8014
c1csc([C@@H]2CN(Cc3cnc(C4CCC4)s3)CCO2)c1,4.045600000000003
O=S(=O)(/N=C(\[O-])c1ccsc1)N1CCCC1,0.19560000000000022
Cc1nccn1CC(=O)N1CCCC[C@@H]1CCNC(=O)c1ccccc1,2.3927200000000006
C[C@H](Sc1nnc(-c2ccc(Cl)cc2)n1C[C@H]1CCCO1)C(=O)Nc1ccc2c(c1)OCO2,4.625500000000003
COc1ccc(-n2nnc(-c3nc(-c4ccc5c(c4)OCO5)cs3)c2C)cc1OC,4.1121200000000036
CN(c1ccccc1)S(=O)(=O)c1ccc2c(c1)C(C)(C)C(=O)N2,2.7414000000000005
Cc1cc(S(=O)(=O)N2CCN(C(=O)[C@H]3C[C@H]3c3ccc(Cl)cc3)CC2)c(C)s1,3.6549400000000025
O=C(Nc1ccc(Oc2ccc(Cl)nn2)cc1)[C@@H](O)c1ccccc1,3.594400000000001
CCCc1cc(=O)n2c(n1)SC[C@@H]2CC(=O)Nc1cccc(Cl)c1Cl,4.178200000000003
Cc1ccc(NC(=O)CSc2nnc([C@@H]3CCCN3C(=O)c3cccc(C)c3)n2C)cc1,4.1400400000000035
Cc1noc(C)c1CCCNC(=O)N[C@H]1CC(=O)N(C2CC2)C1,1.2865399999999996
CC(C)(C)[C@@H]1CCC(=O)[C@@H](CN2CCOCC2)C1,2.3501000000000003
COc1cc(/C=C2\SC([N-]c3cccc(C(=O)[O-])c3)=NC2=O)cc(OC)c1O,2.4486000000000003
C=CCO[C@H](C)C(=O)Nc1ccc(F)cc1Br,3.1178000000000017
O=C(CN1CCN(Cc2ccc(F)c(F)c2)CC1)c1cccs1,3.0268000000000015
CC[NH+]1C[C@H](c2ccccc2)CC2(CCN(C(=O)c3ccon3)CC2)C1,1.9892999999999998
C[C@H]1C[C@H]([NH+]2CC[C@H](S(=O)(=O)NC3CC3)C2)CC(C)(C)C1,0.9402000000000013
CC[C@H](Sc1cc(C)c2cccc(C)c2n1)C(=O)Nc1nc2ccc(S(N)(=O)=O)cc2s1,4.618140000000003
COC(=O)[C@]1(NC2CC2)CC[C@H](Sc2ncc(C)cn2)C1,2.0934199999999996
COc1ccccc1Nc1nn(CN(C)OC)c(=S)s1,2.876990000000001
Cc1cc(C)c(C)c(S(=O)(=O)/N=C(\[O-])c2cc(C3CC3)n(C(C)(C)C)n2)c1C,3.2449800000000018
CC(C)(O)C#Cc1ccc(C[NH2+][C@H]2CCCN(c3nc4ccccc4s3)C2)s1,3.212600000000001
COc1ccc(OC)c(S(=O)(=O)n2cc3c(=O)n(C)c(=O)n(C)c3n2)c1,-0.3120999999999996
C/[NH+]=C(/NCc1noc(C(C)(C)C)n1)N[C@@H](C)c1ccc(F)cc1F,1.1521000000000001
Cc1nnsc1C(=O)Nc1nnc(-c2ccc(Br)cc2)o1,2.911320000000001
CCN(Cc1ccc(OC)c(OC)c1)C(=O)C[NH+]1CC[C@@H](C)[C@H](O)C1,0.3379000000000017
O=C([O-])[C@H]1CCCCN1C(=O)CSCc1ccccc1,1.050799999999999
Cc1cccc([C@H](O)C[C@@H]2CCCCC[NH2+]2)c1,1.9245199999999998
O=C(C1CCCCC1)N1CCN(Cn2cc(Br)cn2)CC1,2.3276000000000003
Cc1ccccc1COc1ccc([C@@H]2C3=C(CCCC3=O)Nc3nnnn32)cc1,3.5825200000000006
CCO[C@@H]1C[C@@H]([NH+](C)C[C@@H]2CCCN(S(C)(=O)=O)C2)C12CCCCC2,1.3006000000000013
CCn1c(=O)c(=O)[nH]c2cc(C(=O)NN3C(=O)N[C@](C)(c4ccccc4)C3=O)ccc21,0.8217000000000008
COc1cc(OC)cc([C@@H](NC(=O)N(C)C2CCCCC2)c2nccn2C)c1,3.5008000000000026
O=C1[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C(=O)N1CN(C(=O)C(F)(F)F)c1cccc(C(F)(F)F)c1,3.365300000000002
CCNc1ncc(COc2cccc3ccccc23)s1,4.307100000000003
Cc1noc(C)c1CCCNC(=O)c1c(C)nn(Cc2ccccc2)c1C,3.5156800000000024
C[C@H]1CC([NH2+][C@@H](C)c2c[nH]c3cc(F)ccc23)C[C@H](C)O1,2.8874000000000004
C/C(=C1/SC(=O)N(c2ccc(Cl)cc2)C1=O)c1ccc(Br)cc1,5.733500000000004
Cc1ccc(NC(=O)C[C@H]2SC([N-]c3ccc(N(C)C)cc3)=NC2=O)c(C)c1,4.401440000000003
CO[C@H]1CCCC[C@H]1NC(=O)NC[C@H](c1cccc(F)c1)[NH+](C)C,1.2681
Cc1nn(C)c(C)c1CN[C@H]1CCC[NH2+]C1,-0.14765999999999785
Cc1cc(=O)[nH]c(SCC(=O)N2C[C@]3(C)C[C@H]2CC(C)(C)C3)n1,2.597620000000001
COC1CC[NH+](Cn2nc(-c3ccc(C)cc3)n(C)c2=S)CC1,1.5777100000000002
C[NH2+][C@]1(C(=O)[O-])CCC[C@@H](OCC2CCCCC2)C1,0.2078000000000011
Cc1nnc(SCC(=O)c2cc(C)n(CC(F)(F)F)c2C)s1,3.8021600000000024
CC(C)CN(CCC#N)C(=O)NC[C@@H]1CC[C@H](C(=O)[O-])O1,-0.13481999999999905
Cc1cc(CN2CCN3C(=O)NC[C@@H]3C2)cc(C)c1OC(F)F,2.1142399999999997
CCNC(=O)c1cccc(NC(=O)NCCCSC)c1,2.3109
Cn1c(-c2cccc3ccccc23)nn(CN2CCOCC2)c1=S,3.0609900000000003
CCCCCN1C(=O)/C(=C/c2ccc(O)c(OCC)c2)SC1=S,4.182300000000003
N#CCCN(Cc1ccccc1)C(=S)NC(=O)c1cccc(Cl)c1,3.7705800000000025
CCCS(=O)(=O)c1ccccc1C(=O)Nc1nnc(CC)s1,2.536500000000001
CNC(=O)[C@H](C)CN(C)Cc1cc(=O)n2cccc(C)c2[nH+]1,0.23592000000000085
COCCNC(=O)/C(C#N)=C/c1cccc(O)c1,1.0617799999999997
CNC(=O)CN1c2ccccc2C(=O)N(C)[C@H]1c1ccccc1O,1.7289999999999994
CC(=O)N[C@H](C)C(=O)Nc1ccc(Sc2nncs2)c(Cl)c1,2.8058000000000005
CC[n+]1c(N)n(CCOc2ccc(Cl)cc2Cl)c2ccccc21,3.9167000000000023
COC(=O)CCCc1nnc(NC(=O)N2CCC[C@@H]3CCC[C@@H]32)s1,2.8302000000000014
O=C(N[C@H]1CCCC[C@H]1OC1CCCC1)c1ccc([N+](=O)[O-])cc1,3.5950000000000024
O=C(CCOc1ccccc1)NNC(=O)CC1(O)CCCC1,1.2980999999999994
C=CCN(CC(=O)[O-])C(=O)[C@@H](C[NH3+])C(C)C,-1.7349999999999974
O=C(CCn1ccccc1=O)NCC1(c2ccccc2)CC1,2.0863999999999994
COc1cc(C)c([C@@H](C)NC(=O)CSC2CCCC2)cc1OC,3.8652200000000034
C=CCNC(=O)Nc1ccc(F)c(NC(=O)OC)c1,2.3114999999999997
Oc1ccccc1/C=[NH+]/CCC/[NH+]=C/c1ccccc1O,-0.8128999999999984
Cn1cccc1Cc1nnc(SCC(=O)Nc2ccc3c(c2)OCCO3)n1C,2.2463999999999995
C[C@@H](C#N)CNC(=O)c1cccc(Oc2cccc(C(F)(F)F)c2)c1,4.3871800000000025
Cc1oc(-c2ccccc2)nc1CCNC(=O)c1ccc([S@@](C)=O)cc1,3.3599200000000007
CCc1noc(C)c1C[NH+](C[C@@H]1CCCCO1)C(C)C,1.9078199999999996
Cc1ccccc1Oc1cc(Br)ccc1C[NH3+],3.2917200000000006
CCc1cccc(CC)c1NC(=O)NC1CC1,3.095300000000001
CC[NH+]1CCN(C2(CNC(=O)c3ccccc3Br)CCCCC2)CC1,2.1022
CCCCn1nc(C)c(C[NH2+]C[C@@H](C)O)c1Cl,1.0892200000000005
C/C=C/C=C/C(=O)N1C[C@@H](C(=O)OC)[C@@H](C)C1,1.3861999999999999
COc1cccc(OC)c1OC1CC[NH+](Cc2ccc([C@H]3C[C@@H]3C)o2)CC1,3.046500000000001
COC(=O)c1cc(CSc2nnc(-c3cccnc3)n2-c2ccccc2F)oc1C,4.448720000000003
CCOc1ccc2cc(C(=O)NCc3ccccc3)c(=[NH2+])oc2c1,1.4212999999999998
O[C@H]1CCN(c2ccnc(N3CCc4[nH]c5ccc(Cl)cc5c4C3)n2)C1,2.745000000000001
O=S(=O)(NC[C@H](O)c1ccc(C(F)(F)F)cc1)c1cc(F)ccc1F,2.9955000000000016
O=C(CSc1ccc2c(c1)OCCCO2)NC(=O)c1cccs1,2.958100000000001
C[NH+](C)CCSc1ccc(NC(=O)C2CC2)nn1,0.06170000000000053
Cc1ccc(C)c(NC(=S)NCCc2cccs2)c1,3.894040000000002
CNc1ncc(F)c(-c2cccc(Cl)c2)n1,2.977800000000001
Cc1ccc(-c2nnc(SCC(=O)Nc3ccc(CC#N)cc3)n2N)cc1,2.7641999999999998
CCN(CC)C(=O)c1ccccc1OC(C)=O,2.0938999999999997
Cc1ccc(-c2nc(-c3ccc(OCC(F)(F)F)nc3)no2)cc1,4.048120000000003
COc1ccc([C@@H](CNc2nc3ccccc3o2)N2CCOCC2)cc1,3.3218000000000023
CNC(=O)[C@H]1CCCC[C@H]1[NH2+][C@H](C)c1cc(C)cc(C)c1,2.23264
CCN[C@H](c1cccnc1)C1([NH+]2CCCCC2)CCCC1,2.113799999999999
Cn1ncc2c(NCc3ccco3)nc(CCc3ccccc3)nc21,3.353600000000002
Cn1cc[nH+]c1C[C@H]1CCC[NH+](Cc2ncc(-c3ccccc3Cl)o2)C1,2.1852
Cc1cc(N2CC[C@H](C)[C@H](O)C2)nc(C)[nH+]1,0.7196399999999998
Cc1nnc(CCC[NH+]2CCC(CC[NH+]3CCCC[C@@H]3C)CC2)o1,0.45292000000000265
CCc1nn(C)cc1CNC(=O)C1(CC)CCC1,2.1789999999999994
COc1ccc(N2/C(=N/C(=O)CCCC(=O)[O-])S[C@@H]3CS(=O)(=O)C[C@H]32)cc1Cl,0.8702000000000003
CC(=O)C1=C([O-])C(=O)N(CCC2=c3ccccc3=[NH+][C@H]2C)[C@H]1c1ccccc1F,-0.7442999999999975
COc1cc(C)c(C(=O)N[C@H]2C[C@H](C)N(c3ccccc3)C2)cc1OC,3.4094200000000017
Cc1ccc([C@H]2C[C@@H]2NC(=O)N2CCC(C(N)=O)CC2)cc1C,2.0662399999999996
Cc1nc2n(n1)CCC[C@@H]2N[C@@H]1CCc2c(Cl)cc(Cl)cc21,4.005320000000003
CC(C)Oc1ccc(-c2nc(C(=O)O[C@@H](C)[C@@H]3CCOC3)cs2)cc1,4.179100000000004
CN(C[C@@H]1CCCN(C(=O)NCCc2ccc(F)cc2)C1)C(=O)OC(C)(C)C,3.6567000000000025
COc1cc(Cl)c(C)cc1NC(=O)[C@H](C)N1CCN(S(=O)(=O)c2c(C)noc2C)CC1,2.595360000000001
Cc1nc(-c2ccc(Cl)s2)sc1C(=O)N[C@H]1C[C@H]1C,3.9716200000000024
COc1cc(F)c([C@H]([NH3+])c2ccc(SC)cc2)cc1OC,2.8961000000000015
Cc1ccc(-n2ccnc2SCC(=O)N(CC(N)=O)C(C)C)cc1C,2.30354
Cc1cccc(/C=C2\SC(=S)N(c3c(C)cccc3C)C2=O)c1,5.017660000000004
CC1=C(C(=O)OC(C)C)[C@H](C)N=C1C(=O)Nc1ncc(C)s1,2.501220000000001
COC(=O)c1cccc(C(=O)N2C[C@@H](c3ccc(F)cc3)C[C@H]2C)c1,3.6305000000000023
O=C(NCCCn1ncccc1=O)[C@@H]1CC(=O)N(c2ccccc2)C1,0.8026999999999993
CCC(=O)N1CCCN(C(=O)N[C@@H]2CCc3ccccc32)CC1,2.3278000000000008
Cc1cccc([C@@H](C)[NH2+]CCS(=O)(=O)C(C)(C)C)c1C,2.14114
Cc1ccc(-c2cnc(CCC(=O)NCC(C)(C)c3ccncc3)o2)cc1,4.071620000000003
Cc1cc(NN)c2cccc(OC(F)(F)F)c2[nH+]1,2.1465199999999998
C[C@H]1CCC[C@@H](C(=O)Nc2cccc(OCCc3ccccc3)c2)[NH2+]1,2.7510000000000003
Cn1ncnc1CCNC(=O)[C@H]1C[C@@H]1c1cc(Cl)cc(Cl)c1,2.5843000000000007
CC[C@H](Sc1nnc2cc(C)c3cc(C)cc(C)c3n12)C(=O)Nc1nnc(COC)s1,4.315060000000003
CCOc1ccc(S(=O)(=O)N2CCC(c3nnc(C4CC4)o3)CC2)cc1,2.9140000000000015
Cc1cc2nc(C)c(CCC(=O)NC[C@@H](c3ccccc3)N3CCOCC3)c(C)n2n1,2.776860000000001
COc1ccc(N2C(=O)CS[C@H]2c2ccc(Cl)cc2)cc1Cl,4.780600000000003
C/C=C(\C)[C@@H]1C=C[C@@H]2C[C@H](C)C[C@H](C)[C@@H]2[C@@H]1C(=O)C1=C([O-])[C@H](C[C@](C)(O)C(=O)[O-])NC1=O,0.6261000000000011
CS(=O)(=O)c1ccc(NC(=O)N2CCC[C@H]2CC2CCCCC2)cc1,4.0568000000000035
COc1ccc(C(=O)OCc2nc3ccccc3s2)cn1,3.0569000000000015
COc1ccc(S(=O)(=O)Nc2ccccc2-n2nc(C)cc2C)cc1NC(C)=O,3.256940000000001
Cn1c(=O)n(CC(=O)N[C@@H]2CCCc3ccc(F)cc32)c2ccccc21,2.6729000000000003
N#C/C(C(=O)NC1CCCC1)=C(/[O-])Cc1cnn(-c2ccccc2)c1,1.6115799999999998
NC(=O)[C@H](Nc1cccc(Oc2ccccc2)c1)c1ccc(F)cc1,4.256500000000002
CCN(C[C@@H]1CCOC1)C(=O)Nc1cc2c(cc1Cl)OCCO2,3.001500000000001
CCCCc1nnc(NC(=O)C2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)s1,3.2285200000000023
CC[C@@H](NC(=O)c1ccc(Br)o1)C(=O)N1CCOCC1,1.4093
CC[C@]1(c2ccccc2)NC(=O)N(CCOc2ccc(Cl)cc2Cl)C1=O,4.229500000000003
COc1ccc(OC)c(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(C)on2)C3=O)c1,3.0531200000000016
Cc1ccc(OCC(=O)NC(=S)NC[C@H]2CCCO2)cc1,1.5435199999999996
CN(C(=O)CCOc1cccc(C(N)=O)c1)[C@H]1CCC[NH+](C)C1,-0.3100999999999976
COC(=O)c1ccc(NC(=O)c2c(C)sc3ncnc(N4CCC[C@H](C)C4)c23)cc1,4.274920000000003
Cn1ncc2c1CC/C(=C\c1ccc(-n3cncn3)c(F)c1)C2=O,2.3524000000000003
O=C(Cc1ccc([N+](=O)[O-])cc1)NCC1(O)CCOCC1,0.795
C=CCOc1ccc(CNc2ccc(OC)cc2)cc1,3.8721000000000023
C[C@H]1N=C(CCNC(=O)CCC2=c3ccccc3=[NH+]C2)CS1,-0.6285999999999983
COC(=O)c1cc(NC(=O)[C@@H]2CCO[C@H]2C)ccc1C,2.1451200000000004
COc1ccccc1[C@@H](C)NC(=O)c1cnc2c(C)cccn2c1=O,2.5025200000000005
CC[C@@H](C)NS(=O)(=O)c1cc(N2C(=O)[C@@H](C)CS2(=O)=O)ccc1OC,1.0844999999999994
CC(C)(C)NS(=O)(=O)c1ccc(OCC(=O)N2CCOCC2)cc1,1.0010000000000001
COCCCNC(=O)[C@H]1CN(C(=O)c2cccs2)CC12CCCCC2,2.923300000000001
Cc1nc(-n2cccc2)sc1C(=O)Nc1cccc(-c2cn3ccsc3n2)c1,4.870720000000003
CC[S@](=O)[C@H]1CCCC[C@@H]1NC(=O)NC[C@H](O)c1ccco1,1.6919999999999995
Cc1cc2ncn(C[C@H]3CC3(Cl)Cl)c2cc1C,3.8469400000000027
Cc1ccccc1OCC(=O)O[C@@H](C)c1nccs1,3.1347200000000015
C[C@H](C(=O)N1CCOCC1)[NH+]1CCN(Cc2ccc3c(c2)OCO3)CC1,-0.6368999999999962
CCN(C(=O)[C@@H]1Cc2ccccc2S1)[C@H]1CCC[C@@H]1C[NH3+],1.9625
Cc1cc(Br)ccc1NC(=O)[C@@H](C)[NH+](C)Cc1cccs1,2.86092
COC(=O)[C@H]1CCC[C@H]1NC(=O)Nc1ccc(C)cc1C,2.7666400000000007
CC(C)NS(=O)(=O)c1ccc(C(=O)N[C@H](C)c2ccccc2Br)cc1,3.626800000000003
CC(C)OCCN1CCN(C(=O)Nc2ccccc2C(F)(F)F)CC1,3.2799000000000014
CCn1cc(-c2nc(-c3cccc(Cl)c3)no2)c(=O)c2ccccc21,4.391800000000003
COC[C@@H](C)NC(=O)C(=O)Nc1cc(-c2ccccc2)nn1C(C)C,2.2206
C#CCOc1ccccc1CN1CCN(C2=[NH+]C[C@@H](C)S2)CC1,0.388100000000001
COCCNC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(Br)cc1,1.3647999999999993
Cc1ccc(C[C@H](O)c2c(F)cc(Br)cc2F)cc1,4.311820000000002
COC(=O)[C@@]1(NC2CCCC2)CCCS[C@H]1C,2.3459000000000003
CCC[NH2+][C@H](Cc1ccccc1)[C@@H]1CN(CC)CCO1,1.2918000000000003
C=CCn1c(=O)c2c(nc3n2[C@H](C)C(C)=NN3C)n(C)c1=O,0.4693999999999998
C[C@H]1CCCC[C@H]1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl,2.6694000000000004
COCCn1ccc2ccc(NC(=O)NCCc3ccccn3)cc21,3.0469000000000017
Cc1nc(CNC(=O)C(=O)Nc2cc(Cl)ccc2Cl)no1,1.9397199999999994
CS[C@@H]1CC[C@H](NC(=O)CCC(=O)c2ccc(C)s2)C1,3.4197200000000025
Cc1nc(/C=N/Nc2ccc(Cl)nn2)c[nH]1,1.6075199999999996
O=C(CSc1nnnn1C1CC1)N[C@H](CO)C(=O)[O-],-2.672899999999998
O=C(COc1ccc(Br)cc1)N[C@H]1CCS(=O)(=O)C1,1.1311999999999998
CCc1nnc(NC(=O)c2ccccc2N)s1,1.9349999999999998
O=C([O-])c1ccccc1-c1ccc(/C=C2\C(=O)N(c3cccc(Br)c3)C(=O)N=C2[O-])o1,2.3816000000000006
COc1ccc(-c2csc(NC(=O)c3ccc(S(C)(=O)=O)cc3)n2)cc1OC,3.483100000000002
COc1ccc(Cn2ccc3nc(N4CCN(c5ccccc5)CC4)ncc3c2=O)cc1,3.1750000000000016
Cc1nn(C)cc1/C=N/NC(=O)c1ccncc1,0.8874200000000001
N#Cc1ccc(OC2CCC(NC(=O)c3ccc[nH]3)CC2)nc1,2.4013800000000005
CC(C)c1ccc2oc(-c3ccc(C[NH3+])cc3)nc2c1,3.360100000000001
COc1ccc([C@@H]2NC(=O)N[C@@](O)(C(F)(F)F)[C@H]2C(=O)c2ccc(F)cc2)cc1OC,2.9468000000000014
Cc1cc(NC(=O)c2cccc([N+](=O)[O-])c2C)n(-c2ccccc2F)n1,3.7887400000000016
CCC(=O)N1CCCC[C@@H]1C(=O)NCCc1ccc(F)cc1C,2.58392
Cc1ccc(S(=O)(=O)N2C(N)=C(C#N)[C@H](c3ccc(Cl)cc3)[C@H]2C(=O)c2ccccc2)cc1,4.381900000000003
C[NH+](C)[C@@H]1CC[C@H](NC(=O)[C@@H]2CCCc3[nH]ncc32)C1,0.011400000000001687
CCOCCS(=O)(=O)[N-]c1cc(Br)ccc1O,2.5262000000000016
NC1=NC(=O)[C@H](CC(=O)N2CC[C@H](c3ccccc3)C2)S1,1.3492999999999997
Cc1noc(-c2cccnc2N2CC[C@H](NC(=O)COc3ccc(F)cc3)C2)n1,2.35302
